transaction_id,date,amount,vendor,department,account_type,payment_method,employee,invoice_id,fraud_label,fraud_type
TX-000093,2024-01-03 11:30:00,1450.15,Vendor_011,IT,Supplies,Card,Emp_035,INV-2024-0000096,0,normal
TX-000094,2024-01-03 11:40:00,1757.28,Vendor_041,Legal,Supplies,Card,Emp_089,INV-2024-0000084,0,normal
TX-000095,2024-01-03 11:54:00,1104.74,Vendor_044,Finance,IT,Check,Emp_004,INV-2024-0000071,0,normal
TX-000096,2024-01-03 12:20:00,597.44,Vendor_037,Legal,Payroll,Check,Emp_085,INV-2024-0000082,0,normal
TX-000097,2024-01-03 12:21:00,2106.7,Vendor_046,Finance,Travel,ACH,Emp_002,INV-2024-0000089,0,normal
TX-000098,2024-01-03 12:26:00,5948.21,Vendor_107,Support,IT,Card,Emp_114,INV-2024-0000073,0,normal
TX-000099,2024-01-03 12:35:00,1224.43,Vendor_019,Sales,Supplies,Check,Emp_093,INV-2024-0000088,0,normal
TX-000100,2024-01-03 12:40:00,3620.63,Vendor_077,Support,Consulting,ACH,Emp_114,INV-2024-0000076,0,normal
TX-000101,2024-01-03 13:10:00,1609.97,Vendor_016,Legal,Supplies,Card,Emp_090,INV-2024-0000085,0,normal
TX-000102,2024-01-03 13:18:00,6240.96,Vendor_088,Sales,IT,Wire,Emp_104,INV-2024-0000070,0,normal
TX-000103,2024-01-03 14:55:00,1395.42,Vendor_104,Finance,Payroll,Wire,Emp_004,INV-2024-0000095,0,normal
TX-000104,2024-01-03 14:57:00,2149.22,Vendor_029,Marketing,Travel,Check,Emp_049,INV-2024-0000077,0,normal
TX-000105,2024-01-03 15:30:00,1324.36,Vendor_053,Support,Travel,Card,Emp_115,INV-2024-0000081,0,normal
TX-000106,2024-01-03 15:31:00,2688.9,Vendor_054,Operations,IT,Check,Emp_070,INV-2024-0000093,0,normal
TX-000107,2024-01-03 15:33:00,4928.63,Vendor_002,HR,IT,ACH,Emp_029,INV-2024-0000092,0,normal
TX-000108,2024-01-03 15:44:00,1799.15,Vendor_011,IT,Operations,Wire,Emp_031,INV-2024-0000072,0,normal
TX-000109,2024-01-03 15:52:00,2827.96,Vendor_034,Sales,IT,Wire,Emp_102,INV-2024-0000074,0,normal
TX-000110,2024-01-03 16:41:00,1338.42,Vendor_103,Finance,Operations,ACH,Emp_006,INV-2024-0000097,0,normal
TX-000111,2024-01-03 17:13:00,3680.67,Vendor_117,HR,Consulting,ACH,Emp_023,INV-2024-0000094,0,normal
TX-000112,2024-01-03 18:20:00,30663.19,Vendor_028,Marketing,Travel,Wire,Emp_047,INV-2024-0005800,1,low_history_high_amount
TX-000113,2024-01-03 18:55:00,1637.29,Vendor_026,Operations,Travel,Check,Emp_064,INV-2024-0000083,0,normal
TX-000114,2024-01-03 22:30:00,5861.02,Vendor_060,Support,Travel,Wire,Emp_117,INV-2074-0000066,1,fuzzy_duplicate
TX-000115,2024-01-04 02:35:00,1242.08,Vendor_019,Sales,Supplies,Card,Emp_093,INV-2024-0000088,1,duplicate_invoice
TX-000116,2024-01-04 08:06:00,2867.05,Vendor_113,Operations,Consulting,Card,Emp_075,INV-2024-0000109,0,normal
TX-000117,2024-01-04 08:31:00,1017.38,Vendor_037,Legal,Consulting,Wire,Emp_083,INV-2024-0000098,0,normal
TX-000118,2024-01-04 10:02:00,567.16,Vendor_044,Finance,Operations,Wire,Emp_010,INV-2024-0000106,0,normal
TX-000119,2024-01-04 10:19:00,2441.62,Vendor_048,Support,Consulting,ACH,Emp_111,INV-2024-0000110,0,normal
TX-000120,2024-01-04 10:31:00,7500.0,Vendor_088,Marketing,Supplies,Wire,Emp_051,INV-2024-0000108,0,normal
TX-000121,2024-01-04 10:38:00,2045.88,Vendor_005,Legal,Supplies,ACH,Emp_087,INV-2024-0000126,0,normal
TX-000122,2024-01-04 11:07:00,2166.63,Vendor_033,Support,Payroll,Wire,Emp_111,INV-2024-0000118,0,normal
TX-000123,2024-01-04 11:19:00,2431.82,Vendor_033,Support,Travel,Check,Emp_108,INV-2024-0000104,0,normal
TX-000124,2024-01-04 11:32:00,2048.4,Vendor_041,Legal,Supplies,ACH,Emp_087,INV-2024-0000122,0,normal
TX-000125,2024-01-04 11:32:00,2950.2,Vendor_034,Sales,IT,Wire,Emp_094,INV-2024-0000123,0,normal
TX-000126,2024-01-04 11:33:00,1185.5,Vendor_101,HR,IT,Check,Emp_023,INV-2024-0000132,0,normal
TX-000127,2024-01-04 12:05:00,1183.36,Vendor_094,Legal,IT,Wire,Emp_077,INV-2024-0000113,0,normal
TX-000128,2024-01-04 12:41:00,1824.04,Vendor_066,Legal,IT,Check,Emp_076,INV-2024-0000124,0,normal
TX-000129,2024-01-04 12:45:00,2714.7,Vendor_034,Sales,IT,Card,Emp_091,INV-2024-0000114,0,normal
TX-000130,2024-01-04 12:50:00,3541.79,Vendor_042,HR,Operations,Card,Emp_016,INV-2024-0000102,0,normal
TX-000131,2024-01-04 12:58:00,1169.16,Vendor_094,HR,Travel,ACH,Emp_025,INV-2024-0000101,0,normal
TX-000132,2024-01-04 13:25:00,1321.16,Vendor_009,Operations,Operations,ACH,Emp_061,INV-2024-0000131,0,normal
TX-000133,2024-01-04 13:26:00,1379.52,Vendor_016,Marketing,IT,Wire,Emp_047,INV-2024-0000125,0,normal
TX-000134,2024-01-04 13:40:00,2498.25,Vendor_039,IT,Consulting,Wire,Emp_038,INV-2024-0000105,0,normal
TX-000135,2024-01-04 13:54:00,9770.0,Vendor_033,Support,Travel,ACH,Emp_108,INV-2024-0005507,1,split_payment
TX-000136,2024-01-04 14:02:00,907.78,Vendor_094,Legal,Operations,Check,Emp_077,INV-2024-0000112,0,normal
TX-000137,2024-01-04 14:17:00,1148.01,Vendor_026,Legal,Travel,Check,Emp_087,INV-2024-0000127,0,normal
TX-000138,2024-01-04 14:43:00,1120.58,Vendor_038,Legal,Travel,Check,Emp_076,INV-2024-0000128,0,normal
TX-000139,2024-01-04 15:00:00,3203.57,Vendor_081,Finance,Travel,Wire,Emp_007,INV-2024-0000099,0,normal
TX-000140,2024-01-04 15:03:00,2107.72,Vendor_008,Finance,Supplies,Card,Emp_009,INV-2024-0000133,0,normal
TX-000141,2024-01-04 15:18:00,3344.56,Vendor_113,Operations,Consulting,Card,Emp_074,INV-2024-0000111,0,normal
TX-000142,2024-01-04 15:31:00,6704.86,Vendor_095,Operations,Supplies,Wire,Emp_073,INV-2024-0000116,0,normal
TX-000143,2024-01-04 15:33:00,1923.01,Vendor_033,Support,Travel,Card,Emp_110,INV-2024-0000115,0,normal
TX-000144,2024-01-04 15:43:00,3008.69,Vendor_113,Operations,Consulting,Card,Emp_066,INV-2024-0000117,0,normal
TX-000145,2024-01-04 16:05:00,1507.57,Vendor_016,Legal,Supplies,ACH,Emp_079,INV-2024-0000103,0,normal
TX-000146,2024-01-04 16:07:00,688.19,Vendor_063,Sales,Operations,Check,Emp_104,INV-2024-0000107,0,normal
TX-000147,2024-01-04 16:24:00,3281.14,Vendor_115,Operations,Operations,Wire,Emp_062,INV-2024-0000120,0,normal
TX-000148,2024-01-04 16:50:00,1968.25,Vendor_024,Marketing,Consulting,Wire,Emp_050,INV-2024-0000130,0,normal
TX-000149,2024-01-04 16:55:00,1875.92,Vendor_019,Marketing,Travel,ACH,Emp_057,INV-2024-0000119,0,normal
TX-000150,2024-01-04 17:06:00,1399.24,Vendor_004,Support,Payroll,Card,Emp_111,INV-2024-0000100,0,normal
TX-000151,2024-01-04 17:53:00,2438.15,Vendor_008,Finance,Consulting,ACH,Emp_002,INV-2024-0000121,0,normal
TX-000152,2024-01-04 18:25:00,1885.3,Vendor_055,Operations,Supplies,Card,Emp_069,INV-2024-0000129,0,normal
TX-000153,2024-01-04 19:32:00,4445.0,Vendor_056,Marketing,Travel,ACH,Emp_058,INV-2024-0005768,1,low_history_high_amount
TX-000154,2024-01-04 20:26:00,4678.61,Vendor_016,Marketing,IT,Check,Emp_047,INV-2024-0005284,1,low_history_high_amount
TX-000155,2024-01-05 06:26:00,3822.24,Vendor_016,Marketing,IT,Check,Emp_047,INV-2024-0005785,1,low_history_high_amount
TX-000156,2024-01-05 07:48:00,2959.39,Vendor_003,Operations,Payroll,Card,Emp_074,INV-2024-0000153,0,normal
TX-000157,2024-01-05 08:43:00,1282.98,Vendor_083,Operations,IT,Wire,Emp_067,INV-2024-0000156,0,normal
TX-000158,2024-01-05 08:57:00,1040.79,Vendor_094,Legal,Operations,Card,Emp_081,INV-2024-0000148,0,normal
TX-000159,2024-01-05 09:13:00,3036.41,Vendor_018,Legal,Consulting,Wire,Emp_089,INV-2024-0000147,0,normal
TX-000160,2024-01-05 09:27:00,542.37,Vendor_032,HR,Travel,Check,Emp_022,INV-2024-0000136,0,normal
TX-000161,2024-01-05 10:12:00,1167.99,Vendor_009,Operations,Operations,Card,Emp_073,INV-2024-0000158,0,normal
TX-000162,2024-01-05 10:15:00,1308.11,Vendor_063,Sales,Operations,ACH,Emp_095,INV-2024-0000155,0,normal
TX-000163,2024-01-05 10:29:00,1714.94,Vendor_084,Marketing,Travel,ACH,Emp_052,INV-2024-0000140,0,normal
TX-000164,2024-01-05 10:30:00,2955.15,Vendor_093,Legal,Payroll,ACH,Emp_080,INV-2024-0000138,0,normal
TX-000165,2024-01-05 10:32:00,7378.08,Vendor_031,Operations,Consulting,ACH,Emp_067,INV-2024-0000151,0,normal
TX-000166,2024-01-05 10:36:00,4748.65,Vendor_043,Marketing,Travel,Check,Emp_053,INV-2024-0000154,0,normal
TX-000167,2024-01-05 11:48:00,8819.1,Vendor_096,Sales,Operations,Wire,Emp_096,INV-2024-0000139,0,normal
TX-000168,2024-01-05 11:54:00,259.84,Vendor_109,Support,IT,ACH,Emp_112,INV-2024-0000159,0,normal
TX-000169,2024-01-05 12:02:00,559.23,Vendor_044,Finance,Operations,Wire,Emp_011,INV-2024-0000106,1,duplicate_invoice
TX-000170,2024-01-05 12:15:00,1048.14,Vendor_082,Marketing,Consulting,Card,Emp_046,INV-2024-0000135,0,normal
TX-000171,2024-01-05 12:17:00,3146.16,Vendor_108,Marketing,Travel,Wire,Emp_049,INV-2024-0000161,0,normal
TX-000172,2024-01-05 12:40:00,1190.67,Vendor_007,Support,Payroll,Card,Emp_115,INV-2024-0000150,0,normal
TX-000173,2024-01-05 12:50:00,2026.58,Vendor_055,Operations,Supplies,Card,Emp_063,INV-2024-0000143,0,normal
TX-000174,2024-01-05 12:51:00,1377.18,Vendor_074,Operations,Operations,Wire,Emp_064,INV-2024-0000146,0,normal
TX-000175,2024-01-05 13:10:00,830.48,Vendor_013,Marketing,Supplies,ACH,Emp_060,INV-2024-0000145,0,normal
TX-000176,2024-01-05 13:32:00,1692.02,Vendor_078,Finance,Travel,Check,Emp_015,INV-2024-0000152,0,normal
TX-000177,2024-01-05 13:38:00,3481.66,Vendor_073,Legal,Consulting,Check,Emp_084,INV-2024-0000144,0,normal
TX-000178,2024-01-05 13:48:00,3022.91,Vendor_052,HR,Operations,ACH,Emp_026,INV-2024-0000160,0,normal
TX-000179,2024-01-05 14:06:00,4287.39,Vendor_114,IT,Consulting,Check,Emp_042,INV-2024-0000141,0,normal
TX-000180,2024-01-05 14:46:00,1519.48,Vendor_066,Legal,IT,ACH,Emp_087,INV-2024-0000149,0,normal
TX-000181,2024-01-05 14:48:00,2702.35,Vendor_003,Finance,Consulting,Card,Emp_008,INV-2024-0000157,0,normal
TX-000182,2024-01-05 14:59:00,1260.12,Vendor_019,Sales,Supplies,ACH,Emp_101,INV-2024-0000137,0,normal
TX-000183,2024-01-05 15:10:00,3191.5,Vendor_013,Marketing,Supplies,Check,Emp_060,INV-2024-0005338,1,low_history_high_amount
TX-000184,2024-01-05 15:56:00,3732.26,Vendor_054,Operations,Payroll,ACH,Emp_061,INV-2024-0000134,0,normal
TX-000185,2024-01-05 17:19:00,1754.06,Vendor_093,Legal,Supplies,Card,Emp_077,INV-2024-0000142,0,normal
TX-000186,2024-01-05 17:26:00,4363.44,Vendor_016,Marketing,IT,Check,Emp_047,INV-2024-0005575,1,low_history_high_amount
TX-000187,2024-01-05 19:10:00,3897.02,Vendor_013,Marketing,Supplies,Card,Emp_060,INV-2024-0005701,1,low_history_high_amount
TX-000188,2024-01-06 07:19:00,2413.39,Vendor_048,Support,Consulting,ACH,Emp_106,INV-2024-0000110,1,duplicate_invoice
TX-000189,2024-01-06 07:41:00,1433.54,Vendor_024,Marketing,Consulting,ACH,Emp_049,INV-2024-0000182,0,normal
TX-000190,2024-01-06 08:56:00,1606.33,Vendor_046,Finance,Travel,ACH,Emp_013,INV-2024-0000175,0,normal
TX-000191,2024-01-06 09:16:00,1302.49,Vendor_094,Legal,IT,Card,Emp_076,INV-2024-0000181,0,normal
TX-000192,2024-01-06 09:18:00,3995.77,Vendor_035,Legal,Travel,ACH,Emp_076,INV-2024-0000174,0,normal
TX-000193,2024-01-06 09:58:00,5153.36,Vendor_030,Legal,IT,ACH,Emp_088,INV-2024-0000171,0,normal
TX-000194,2024-01-06 10:20:00,5596.99,Vendor_114,IT,IT,Card,Emp_033,INV-2024-0000162,0,normal
TX-000195,2024-01-06 11:23:00,5684.38,Vendor_092,Sales,Payroll,ACH,Emp_093,INV-2024-0000173,0,normal
TX-000196,2024-01-06 11:30:00,988.1,Vendor_063,Marketing,Supplies,Check,Emp_046,INV-2024-0000172,0,normal
TX-000197,2024-01-06 11:47:00,8256.45,Vendor_043,Marketing,Travel,Check,Emp_053,INV-2024-0000168,0,normal
TX-000198,2024-01-06 12:07:00,2911.73,Vendor_075,HR,Consulting,ACH,Emp_017,INV-2024-0000167,0,normal
TX-000199,2024-01-06 12:12:00,725.22,Vendor_082,Marketing,Consulting,Card,Emp_050,INV-2024-0000187,0,normal
TX-000200,2024-01-06 12:45:00,1458.87,Vendor_097,Legal,Operations,Wire,Emp_079,INV-2024-0000178,0,normal
TX-000201,2024-01-06 12:45:00,3068.6,Vendor_081,Finance,Travel,Wire,Emp_010,INV-2024-0000185,0,normal
TX-000202,2024-01-06 12:52:00,1395.22,Vendor_083,Operations,IT,Wire,Emp_071,INV-2024-0005129,0,normal
TX-000203,2024-01-06 13:31:00,5758.32,Vendor_049,Legal,Supplies,Check,Emp_082,INV-2024-0000180,0,normal
TX-000204,2024-01-06 13:32:00,2330.82,Vendor_054,Legal,Operations,Card,Emp_077,INV-2024-0000165,0,normal
TX-000205,2024-01-06 13:34:00,1135.07,Vendor_009,Operations,Operations,Check,Emp_064,INV-2024-0000176,0,normal
TX-000206,2024-01-06 14:21:00,2553.3,Vendor_015,HR,Consulting,Wire,Emp_019,INV-2024-0000179,0,normal
TX-000207,2024-01-06 14:23:00,3068.28,Vendor_005,IT,IT,Check,Emp_041,INV-2024-0000170,0,normal
TX-000208,2024-01-06 15:00:00,2149.06,Vendor_093,Legal,Supplies,Card,Emp_079,INV-2024-0000164,0,normal
TX-000209,2024-01-06 15:13:00,12802.6,Vendor_028,Marketing,Travel,Card,Emp_047,INV-2024-0000184,0,normal
TX-000210,2024-01-06 15:24:00,5708.76,Vendor_031,Operations,Operations,ACH,Emp_071,INV-2024-0000186,0,normal
TX-000211,2024-01-06 15:25:00,2067.97,Vendor_108,Marketing,Travel,ACH,Emp_048,INV-2024-0000163,0,normal
TX-000212,2024-01-06 15:26:00,499.54,Vendor_013,Marketing,Payroll,Wire,Emp_053,INV-2024-0000177,0,normal
TX-000213,2024-01-06 15:34:00,4940.0,Vendor_054,Legal,Operations,Wire,Emp_077,INV-2024-0005694,1,split_payment
TX-000214,2024-01-06 15:52:00,2170.92,Vendor_033,Support,Operations,Check,Emp_117,INV-2024-0000169,0,normal
TX-000215,2024-01-06 16:36:00,1222.04,Vendor_050,Finance,Travel,Card,Emp_002,INV-2024-0000166,0,normal
TX-000216,2024-01-06 18:03:00,870.93,Vendor_074,IT,Operations,Check,Emp_035,INV-2024-0000183,0,normal
