transaction_id,date,amount,vendor,department,account_type,payment_method,employee,invoice_id,fraud_label,fraud_type
TX-000055,2024-01-02 12:40:00,1192.68,Vendor_011,Marketing,Supplies,ACH,Emp_056,INV-2024-0000042,0,normal
TX-000056,2024-01-02 12:57:00,4123.09,Vendor_093,Finance,Payroll,Wire,Emp_009,INV-2024-0000034,0,normal
TX-000057,2024-01-02 13:02:00,1074.53,Vendor_079,Finance,Operations,ACH,Emp_013,INV-2024-0000044,0,normal
TX-000058,2024-01-02 13:23:00,2353.07,Vendor_059,IT,IT,Check,Emp_041,INV-2024-0000040,0,normal
TX-000059,2024-01-02 13:50:00,685.28,Vendor_096,Operations,IT,Check,Emp_072,INV-2024-0000059,0,normal
TX-000060,2024-01-02 13:56:00,722.94,Vendor_079,Finance,IT,Check,Emp_008,INV-2024-0000060,0,normal
TX-000061,2024-01-02 13:56:00,5057.35,Vendor_101,Operations,Operations,ACH,Emp_064,INV-2024-0000056,0,normal
TX-000062,2024-01-02 14:04:00,3629.28,Vendor_071,Operations,Operations,Card,Emp_066,INV-2024-0000061,0,normal
TX-000063,2024-01-02 15:02:00,4189.35,Vendor_100,IT,Supplies,ACH,Emp_042,INV-2024-0000055,0,normal
TX-000064,2024-01-02 15:51:00,1144.31,Vendor_065,Operations,Payroll,ACH,Emp_066,INV-2024-0000037,0,normal
TX-000065,2024-01-02 16:01:00,2368.15,Vendor_096,Finance,IT,Card,Emp_007,INV-2024-0002239,1,low_history_high_amount
TX-000066,2024-01-02 16:15:00,1002.32,Vendor_077,Legal,IT,Card,Emp_080,INV-2024-0000038,0,normal
TX-000067,2024-01-02 16:16:00,816.83,Vendor_096,Operations,IT,Check,Emp_072,INV-2024-0002105,1,same_day_burst
TX-000068,2024-01-02 16:19:00,17606.91,Vendor_047,IT,Travel,Card,Emp_041,INV-2024-0002067,1,low_history_high_amount
TX-000069,2024-01-02 16:57:00,1413.7,Vendor_066,Support,Consulting,Wire,Emp_120,INV-2024-0000048,1,fuzzy_duplicate
TX-000070,2024-01-02 17:50:00,4002.56,Vendor_037,IT,Supplies,Card,Emp_038,INV-2024-0000054,0,normal
TX-000071,2024-01-02 18:37:00,4683.33,Vendor_101,Operations,Operations,ACH,Emp_071,INV-2024-0000045,1,duplicate_invoice
TX-000072,2024-01-02 19:20:00,3027.44,Vendor_046,Sales,Travel,Card,Emp_093,INV-2024-0001964,1,low_history_high_amount
TX-000073,2024-01-03 05:06:00,3833.05,Vendor_036,HR,Operations,Wire,Emp_023,INV-2024-0002334,1,low_history_high_amount
TX-000074,2024-01-03 07:40:00,3263.99,Vendor_011,Marketing,Supplies,Wire,Emp_056,INV-2024-0002041,1,low_history_high_amount
TX-000075,2024-01-03 07:40:00,1191.56,Vendor_011,Marketing,Supplies,ACH,Emp_058,INV-2024-0000042,1,duplicate_invoice
TX-000076,2024-01-03 07:54:00,472.34,Vendor_085,Operations,Consulting,ACH,Emp_073,INV-2024-0000075,0,normal
TX-000077,2024-01-03 08:08:00,4721.74,Vendor_004,IT,Operations,Check,Emp_034,INV-2024-0000090,0,normal
TX-000078,2024-01-03 09:06:00,715.21,Vendor_108,Operations,Operations,ACH,Emp_071,INV-2024-0000072,0,normal
TX-000079,2024-01-03 09:16:00,790.07,Vendor_070,Marketing,Operations,Wire,Emp_060,INV-2024-0000070,0,normal
TX-000080,2024-01-03 09:50:00,958.66,Vendor_070,Support,Operations,Wire,Emp_109,INV-2024-0000068,0,normal
TX-000081,2024-01-03 10:05:00,2349.14,Vendor_007,Marketing,Consulting,Check,Emp_057,INV-2024-0000066,0,normal
TX-000082,2024-01-03 10:17:00,1923.88,Vendor_029,Marketing,Consulting,Card,Emp_055,INV-2024-0000067,0,normal
TX-000083,2024-01-03 10:38:00,825.19,Vendor_079,Finance,Operations,ACH,Emp_013,INV-2024-0000063,0,normal
TX-000084,2024-01-03 10:41:00,3127.38,Vendor_006,Finance,Travel,Check,Emp_013,INV-2024-0000078,0,normal
TX-000085,2024-01-03 10:50:00,3472.39,Vendor_028,Support,Payroll,Wire,Emp_117,INV-2024-0000079,0,normal
TX-000086,2024-01-03 10:50:00,2054.6,Vendor_096,Operations,IT,Card,Emp_072,INV-2024-0001993,1,low_history_high_amount
TX-000087,2024-01-03 10:59:00,3226.54,Vendor_100,Legal,Supplies,Wire,Emp_087,INV-2024-0000080,0,normal
TX-000088,2024-01-03 11:19:00,3511.05,Vendor_093,Finance,Consulting,Card,Emp_003,INV-2024-0000076,0,normal
TX-000089,2024-01-03 11:20:00,12371.81,Vendor_103,Marketing,Travel,Check,Emp_052,INV-2024-0000084,0,normal
TX-000090,2024-01-03 11:38:00,3625.37,Vendor_014,Sales,Supplies,Check,Emp_095,INV-2024-0000065,0,normal
TX-000091,2024-01-03 12:02:00,5147.06,Vendor_097,Legal,IT,Wire,Emp_078,INV-2024-0000064,0,normal
TX-000092,2024-01-03 12:05:00,2881.76,Vendor_107,Finance,IT,Check,Emp_014,INV-2024-0002058,1,low_history_high_amount
TX-000093,2024-01-03 12:06:00,3223.03,Vendor_063,Legal,Supplies,Wire,Emp_081,INV-2024-0000081,0,normal
TX-000094,2024-01-03 12:14:00,10758.78,Vendor_038,IT,IT,Card,Emp_041,INV-2024-0000087,0,normal
TX-000095,2024-01-03 12:37:00,2276.57,Vendor_042,Legal,IT,ACH,Emp_078,INV-2024-0000082,0,normal
TX-000096,2024-01-03 12:50:00,3163.84,Vendor_072,Sales,Operations,Wire,Emp_095,INV-2024-0000073,0,normal
TX-000097,2024-01-03 12:58:00,3795.78,Vendor_035,HR,IT,Card,Emp_023,INV-2024-0000074,0,normal
TX-000098,2024-01-03 13:03:00,5963.53,Vendor_097,Legal,IT,Wire,Emp_076,INV-2024-0000069,0,normal
TX-000099,2024-01-03 13:04:00,422.52,Vendor_085,Operations,Supplies,ACH,Emp_070,INV-2024-0000077,0,normal
TX-000100,2024-01-03 13:22:00,987.81,Vendor_077,Legal,IT,Check,Emp_079,INV-2024-0000085,0,normal
TX-000101,2024-01-03 13:45:00,4642.6,Vendor_031,IT,Payroll,Wire,Emp_031,INV-2024-0000086,0,normal
TX-000102,2024-01-03 13:47:00,2140.77,Vendor_050,Support,Operations,Wire,Emp_115,INV-2024-0000088,0,normal
TX-000103,2024-01-03 14:09:00,1042.28,Vendor_043,Finance,Travel,Check,Emp_009,INV-2024-0000062,0,normal
TX-000104,2024-01-03 14:13:00,2478.23,Vendor_030,HR,Supplies,ACH,Emp_028,INV-2024-0000089,0,normal
TX-000105,2024-01-03 14:53:00,543.31,Vendor_089,Finance,Operations,ACH,Emp_003,INV-2024-0000071,0,normal
TX-000106,2024-01-03 14:54:00,466.97,Vendor_085,Operations,Consulting,ACH,Emp_066,INV-2024-0000075,1,duplicate_invoice
TX-000107,2024-01-03 16:36:00,4050.0,Vendor_037,Sales,Supplies,Check,Emp_095,INV-2024-0000083,0,normal
TX-000108,2024-01-04 01:02:00,1106.47,Vendor_079,Finance,Operations,Wire,Emp_010,INV-2024-0000044,1,duplicate_invoice
TX-000109,2024-01-04 06:06:00,9609.68,Vendor_063,Legal,Supplies,Check,Emp_081,INV-2024-0002168,1,low_history_high_amount
TX-000110,2024-01-04 08:34:00,3801.69,Vendor_004,Marketing,Travel,Wire,Emp_053,INV-2024-0000119,0,normal
TX-000111,2024-01-04 09:09:00,1209.96,Vendor_080,Legal,IT,Check,Emp_088,INV-2024-0000102,0,normal
TX-000112,2024-01-04 09:09:00,3291.29,Vendor_098,HR,IT,Card,Emp_027,INV-2024-0000118,0,normal
TX-000113,2024-01-04 09:13:00,3889.97,Vendor_047,IT,Travel,Wire,Emp_039,INV-2024-0000121,0,normal
TX-000114,2024-01-04 09:16:00,5211.94,Vendor_004,Marketing,Operations,ACH,Emp_060,INV-2024-0000094,0,normal
TX-000115,2024-01-04 09:58:00,2626.9,Vendor_015,Support,Payroll,Check,Emp_111,INV-2024-0000127,0,normal
TX-000116,2024-01-04 10:15:00,1466.62,Vendor_094,Finance,IT,Check,Emp_004,INV-2024-0000131,0,normal
TX-000117,2024-01-04 10:29:00,1761.05,Vendor_119,Marketing,Travel,ACH,Emp_060,INV-2024-0000115,0,normal
TX-000118,2024-01-04 10:54:00,2201.5,Vendor_049,Legal,Supplies,ACH,Emp_078,INV-2024-0000116,0,normal
TX-000119,2024-01-04 11:02:00,1880.79,Vendor_013,Finance,Consulting,Wire,Emp_006,INV-2024-0000095,0,normal
TX-000120,2024-01-04 11:12:00,931.42,Vendor_052,Operations,Consulting,Check,Emp_071,INV-2024-0000106,0,normal
TX-000121,2024-01-04 11:26:00,4888.06,Vendor_021,Finance,Travel,Check,Emp_013,INV-2024-0000099,0,normal
TX-000122,2024-01-04 11:27:00,4695.65,Vendor_078,Support,Travel,Check,Emp_109,INV-2024-0000117,0,normal
TX-000123,2024-01-04 11:27:00,1710.59,Vendor_029,Sales,Consulting,Check,Emp_100,INV-2024-0000112,0,normal
TX-000124,2024-01-04 11:32:00,5740.84,Vendor_004,Marketing,Operations,Check,Emp_055,INV-2024-0000097,0,normal
TX-000125,2024-01-04 11:48:00,6430.74,Vendor_004,Marketing,Operations,ACH,Emp_060,INV-2024-0002113,1,same_day_burst
TX-000126,2024-01-04 11:54:00,4888.17,Vendor_014,HR,Travel,ACH,Emp_027,INV-2024-0000125,0,normal
TX-000127,2024-01-04 12:00:00,1492.71,Vendor_032,HR,Travel,Wire,Emp_025,INV-2024-0000100,0,normal
TX-000128,2024-01-04 12:08:00,1780.45,Vendor_008,Finance,Consulting,Card,Emp_010,INV-2024-0000113,0,normal
TX-000129,2024-01-04 12:08:00,2397.73,Vendor_002,Operations,Supplies,Check,Emp_069,INV-2024-0000108,0,normal
TX-000130,2024-01-04 12:21:00,2536.67,Vendor_099,Sales,Consulting,Card,Emp_091,INV-2024-0000093,0,normal
TX-000131,2024-01-04 12:35:00,766.36,Vendor_096,Finance,IT,Check,Emp_004,INV-2024-0000114,0,normal
TX-000132,2024-01-04 12:43:00,3702.18,Vendor_016,HR,Supplies,ACH,Emp_026,INV-2024-0000092,0,normal
TX-000133,2024-01-04 12:47:00,846.7,Vendor_092,Support,Payroll,Card,Emp_113,INV-2024-0000124,0,normal
TX-000134,2024-01-04 13:28:00,5647.99,Vendor_004,Marketing,Operations,ACH,Emp_060,INV-2024-0002160,1,same_day_burst
TX-000135,2024-01-04 13:55:00,5838.57,Vendor_120,HR,Travel,Wire,Emp_019,INV-2024-0000091,0,normal
TX-000136,2024-01-04 14:08:00,2346.69,Vendor_051,Legal,Travel,Check,Emp_082,INV-2024-0000096,0,normal
TX-000137,2024-01-04 14:23:00,883.55,Vendor_091,HR,Operations,Check,Emp_029,INV-2024-0000129,0,normal
TX-000138,2024-01-04 14:31:00,904.49,Vendor_055,Sales,Supplies,Wire,Emp_102,INV-2024-0000109,0,normal
TX-000139,2024-01-04 14:47:00,5534.39,Vendor_038,IT,IT,Card,Emp_038,INV-2024-0000103,0,normal
TX-000140,2024-01-04 14:54:00,8951.96,Vendor_049,Legal,Supplies,Check,Emp_078,INV-2024-0002192,1,low_history_high_amount
TX-000141,2024-01-04 15:19:00,2205.66,Vendor_028,Support,Supplies,ACH,Emp_118,INV-2024-0000126,0,normal
TX-000142,2024-01-04 15:35:00,923.04,Vendor_111,Sales,Travel,Wire,Emp_098,INV-2024-0000101,0,normal
TX-000143,2024-01-04 15:40:00,2315.51,Vendor_012,Finance,Travel,Wire,Emp_002,INV-2024-0000105,0,normal
TX-000144,2024-01-04 15:56:00,4156.04,Vendor_016,HR,Supplies,ACH,Emp_023,INV-2024-0000098,0,normal
TX-000145,2024-01-04 16:22:00,6474.25,Vendor_057,Support,Travel,Card,Emp_112,INV-2024-0000107,0,normal
TX-000146,2024-01-04 16:34:00,7741.5,Vendor_041,Support,Supplies,Wire,Emp_112,INV-2024-0000104,0,normal
TX-000147,2024-01-04 17:05:00,2535.27,Vendor_049,Legal,Supplies,Card,Emp_077,INV-2024-0000128,0,normal
TX-000148,2024-01-04 17:14:00,6095.43,Vendor_004,Sales,Operations,ACH,Emp_099,INV-2024-0000111,0,normal
TX-000149,2024-01-04 17:16:00,1424.9,Vendor_075,Operations,Supplies,Wire,Emp_065,INV-2024-0000130,0,normal
TX-000150,2024-01-04 17:18:00,1252.79,Vendor_107,Legal,Consulting,Wire,Emp_083,INV-2024-0000122,0,normal
TX-000151,2024-01-04 17:20:00,4206.63,Vendor_097,Legal,IT,Wire,Emp_085,INV-2024-0000110,0,normal
TX-000152,2024-01-04 17:36:00,1811.23,Vendor_056,Legal,Payroll,ACH,Emp_078,INV-2024-0000120,0,normal
TX-000153,2024-01-04 17:55:00,619.85,Vendor_096,Finance,IT,Check,Emp_014,INV-2024-0000123,0,normal
TX-000154,2024-01-04 22:23:00,885.03,Vendor_091,HR,Operations,Check,Emp_028,INV-2024-0000129,1,duplicate_invoice
TX-000155,2024-01-05 07:08:00,2150.0,Vendor_083,HR,IT,Check,Emp_021,INV-2024-0000144,0,normal
TX-000156,2024-01-05 07:08:00,3032.74,Vendor_026,IT,Consulting,Check,Emp_041,INV-2024-0000137,0,normal
TX-000157,2024-01-05 07:19:00,4613.11,Vendor_047,IT,Travel,Check,Emp_034,INV-2024-0000041,1,duplicate_invoice
TX-000158,2024-01-05 07:50:00,2685.66,Vendor_104,Sales,Operations,ACH,Emp_104,INV-2024-0000140,0,normal
TX-000159,2024-01-05 07:50:00,3188.92,Vendor_072,Sales,Operations,Check,Emp_101,INV-2024-0000073,1,duplicate_invoice
TX-000160,2024-01-05 08:12:00,2082.5,Vendor_049,Legal,Supplies,ACH,Emp_078,INV-2024-0000150,0,normal
TX-000161,2024-01-05 08:23:00,2397.65,Vendor_059,IT,IT,Check,Emp_040,INV-2024-0000040,1,duplicate_invoice
TX-000162,2024-01-05 08:43:00,2036.61,Vendor_116,IT,IT,ACH,Emp_032,INV-2024-0000161,0,normal
TX-000163,2024-01-05 08:55:00,5033.9,Vendor_047,IT,Operations,Wire,Emp_044,INV-2024-0000149,0,normal
TX-000164,2024-01-05 09:00:00,3542.2,Vendor_015,Operations,Travel,Card,Emp_065,INV-2024-0000152,0,normal
TX-000165,2024-01-05 09:47:00,928.6,Vendor_010,Finance,IT,Wire,Emp_013,INV-2024-0000162,0,normal
TX-000166,2024-01-05 10:00:00,2200.94,Vendor_090,HR,Consulting,Check,Emp_029,INV-2024-0000141,0,normal
TX-000167,2024-01-05 10:07:00,3049.44,Vendor_073,Support,Travel,ACH,Emp_118,INV-2024-0000133,0,normal
TX-000168,2024-01-05 10:42:00,998.34,Vendor_065,Operations,Supplies,Wire,Emp_063,INV-2024-0000139,0,normal
TX-000169,2024-01-05 10:52:00,3551.54,Vendor_025,HR,Payroll,Check,Emp_022,INV-2024-0000136,0,normal
TX-000170,2024-01-05 11:24:00,1035.64,Vendor_036,Support,Payroll,ACH,Emp_116,INV-2024-0000135,0,normal
TX-000171,2024-01-05 11:29:00,2234.56,Vendor_071,Operations,Operations,Card,Emp_075,INV-2024-0000156,0,normal
TX-000172,2024-01-05 11:45:00,3286.09,Vendor_093,Finance,Travel,Wire,Emp_005,INV-2024-0000158,0,normal
TX-000173,2024-01-05 11:53:00,1995.65,Vendor_042,Legal,Operations,ACH,Emp_088,INV-2024-0000134,0,normal
TX-000174,2024-01-05 12:06:00,11260.48,Vendor_038,Finance,IT,Wire,Emp_010,INV-2024-0000142,0,normal
TX-000175,2024-01-05 12:07:00,2320.66,Vendor_042,Legal,IT,ACH,Emp_090,INV-2024-0000157,0,normal
TX-000176,2024-01-05 13:08:00,1766.27,Vendor_043,Finance,Payroll,Check,Emp_012,INV-2024-0000138,0,normal
TX-000177,2024-01-05 13:12:00,931.99,Vendor_052,Operations,Consulting,Check,Emp_066,INV-7024-0000107,1,fuzzy_duplicate
TX-000178,2024-01-05 13:36:00,666.68,Vendor_084,HR,Travel,Wire,Emp_024,INV-2024-0000148,0,normal
TX-000179,2024-01-05 13:38:00,592.99,Vendor_089,Legal,Operations,Wire,Emp_083,INV-2024-0000153,0,normal
TX-000180,2024-01-05 13:39:00,2927.83,Vendor_006,Finance,Operations,ACH,Emp_011,INV-2024-0000143,0,normal
TX-000181,2024-01-05 14:03:00,1663.89,Vendor_119,HR,Payroll,ACH,Emp_021,INV-2024-0000146,0,normal
TX-000182,2024-01-05 14:30:00,8610.54,Vendor_120,HR,Travel,Wire,Emp_027,INV-2024-0000147,0,normal
TX-000183,2024-01-05 14:39:00,3938.12,Vendor_018,Legal,Supplies,Wire,Emp_088,INV-2024-0000159,0,normal
TX-000184,2024-01-05 14:41:00,4770.3,Vendor_004,HR,Operations,Card,Emp_021,INV-2024-0000145,0,normal
TX-000185,2024-01-05 14:49:00,2644.89,Vendor_035,HR,IT,Wire,Emp_017,INV-2024-0000154,0,normal
TX-000186,2024-01-05 15:26:00,1393.41,Vendor_112,HR,Supplies,Card,Emp_028,INV-2024-0000132,0,normal
TX-000187,2024-01-05 15:32:00,655.31,Vendor_077,Legal,Supplies,Check,Emp_089,INV-2024-0000155,0,normal
TX-000188,2024-01-05 15:33:00,4840.0,Vendor_042,Legal,IT,Check,Emp_090,INV-2024-0002242,1,split_payment
TX-000189,2024-01-05 15:38:00,2750.0,Vendor_024,Support,IT,ACH,Emp_115,INV-2024-0000151,0,normal
TX-000190,2024-01-05 15:58:00,3800.05,Vendor_035,HR,IT,Card,Emp_029,INV-2024-0000074,1,duplicate_invoice
TX-000191,2024-01-05 16:02:00,5742.66,Vendor_013,Finance,Consulting,ACH,Emp_006,INV-2024-0002130,1,low_history_high_amount
TX-000192,2024-01-05 16:03:00,8625.77,Vendor_103,Marketing,Travel,Card,Emp_048,INV-2024-0000160,0,normal
TX-000193,2024-01-05 23:36:00,1855.35,Vendor_056,Legal,Payroll,Check,Emp_077,INV-2024-0000120,1,duplicate_invoice
TX-000194,2024-01-06 08:03:00,8519.45,Vendor_103,Marketing,Travel,Card,Emp_057,INV-2024-0000160,1,duplicate_invoice
TX-000195,2024-01-06 08:14:00,1141.85,Vendor_107,Finance,Consulting,ACH,Emp_011,INV-2024-0000172,0,normal
TX-000196,2024-01-06 08:32:00,16654.31,Vendor_103,IT,Travel,ACH,Emp_037,INV-2024-0000183,0,normal
TX-000197,2024-01-06 08:39:00,2990.1,Vendor_015,Operations,IT,Wire,Emp_068,INV-2024-0000169,0,normal
TX-000198,2024-01-06 08:57:00,2089.7,Vendor_002,IT,Supplies,Check,Emp_043,INV-2024-0000182,0,normal
TX-000199,2024-01-06 09:12:00,335.52,Vendor_029,Marketing,Consulting,Card,Emp_060,INV-2024-0000164,0,normal
TX-000200,2024-01-06 09:27:00,1714.06,Vendor_029,Sales,Consulting,Check,Emp_099,INV-2064-4000112,1,fuzzy_duplicate
TX-000201,2024-01-06 11:03:00,1138.55,Vendor_061,Sales,IT,Wire,Emp_098,INV-2024-0000177,0,normal
TX-000202,2024-01-06 11:14:00,3565.31,Vendor_101,Operations,Consulting,Check,Emp_066,INV-2024-0000184,0,normal
TX-000203,2024-01-06 11:24:00,1061.33,Vendor_055,Sales,Travel,Card,Emp_100,INV-2024-0000176,0,normal
TX-000204,2024-01-06 12:01:00,3826.89,Vendor_023,Operations,IT,Card,Emp_061,INV-2024-0000171,0,normal
TX-000205,2024-01-06 12:03:00,5290.37,Vendor_004,Operations,Operations,Card,Emp_070,INV-2024-0000168,0,normal
TX-000206,2024-01-06 12:04:00,679.68,Vendor_034,Legal,Payroll,ACH,Emp_085,INV-2024-0000175,0,normal
TX-000207,2024-01-06 12:50:00,1127.26,Vendor_110,Marketing,Payroll,Check,Emp_047,INV-2024-0000166,0,normal
TX-000208,2024-01-06 13:38:00,1673.68,Vendor_043,Finance,Travel,Check,Emp_007,INV-2024-0000167,0,normal
TX-000209,2024-01-06 13:49:00,11901.86,Vendor_038,IT,IT,Check,Emp_045,INV-2024-0000165,0,normal
TX-000210,2024-01-06 13:50:00,1333.26,Vendor_120,HR,Travel,ACH,Emp_019,INV-2024-0000174,0,normal
TX-000211,2024-01-06 13:58:00,2345.07,Vendor_105,Sales,Payroll,ACH,Emp_097,INV-2024-0000163,0,normal
TX-000212,2024-01-06 13:59:00,3235.81,Vendor_006,Finance,Operations,Card,Emp_012,INV-2024-0000170,0,normal
TX-000213,2024-01-06 14:27:00,2265.57,Vendor_116,IT,IT,ACH,Emp_040,INV-2024-0000178,0,normal
TX-000214,2024-01-06 14:58:00,1107.89,Vendor_077,Legal,IT,Check,Emp_088,INV-2024-0000181,0,normal
TX-000215,2024-01-06 15:09:00,4970.0,Vendor_120,HR,Travel,Check,Emp_019,INV-2024-0002253,1,split_payment
TX-000216,2024-01-06 16:26:00,4860.0,Vendor_120,HR,Travel,Card,Emp_019,INV-2024-0002299,1,split_payment
